;title;processId;processName;priority;ownedBy;processNumber;createdBy;state;createdDate;updatedDate;processDN;levels;href
89;Instance #100329 of Verification;100329;Verification;5;Public Works.ProcessOwner;202024;ridhwannah;OPEN;2019-11-20T12:03:00.000Z;2020-04-01T09:00:07.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/100329
90;Instance #110576 of Verification;110576;Verification;5;Public Works.ProcessOwner;202026;ridhwannah;OPEN;2019-11-20T12:05:19.000Z;2020-03-09T14:19:23.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/110576
91;Instance #100334 of Verification;100334;Verification;5;Public Works.ProcessOwner;202036;ridhwannah;OPEN;2019-11-21T06:40:56.000Z;2019-11-21T06:40:57.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/100334
92;Instance #120005 of Verification;120005;Verification;5;Public Works.ProcessOwner;202103;ridhwannah;OPEN;2019-11-25T07:15:59.000Z;2019-12-05T08:04:24.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120005
93;Instance #130013 of Verification;130013;Verification;5;Public Works.ProcessOwner;202105;ridhwannah;OPEN;2019-11-25T07:18:32.000Z;2019-11-25T07:18:33.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130013
94;Instance #130017 of Verification;130017;Verification;5;Public Works.ProcessOwner;202109;ridhwannah;OPEN;2019-11-25T07:22:52.000Z;2019-11-25T07:22:52.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130017
95;Instance #130019 of Verification;130019;Verification;5;Public Works.ProcessOwner;202111;ridhwannah;OPEN;2019-11-25T07:25:02.000Z;2019-11-25T07:25:03.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130019
96;Instance #130021 of Verification;130021;Verification;5;Public Works.ProcessOwner;202113;ridhwannah;OPEN;2019-11-25T07:28:10.000Z;2020-03-10T07:11:48.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130021
97;Instance #130023 of Verification;130023;Verification;5;Public Works.ProcessOwner;202115;ridhwannah;OPEN;2019-11-25T07:30:46.000Z;2020-03-10T07:16:36.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130023
98;Instance #130025 of Verification;130025;Verification;5;Public Works.ProcessOwner;202117;ridhwannah;OPEN;2019-11-25T07:35:35.000Z;2020-05-10T19:29:42.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130025
99;Instance #120007 of Verification;120007;Verification;5;Public Works.ProcessOwner;202119;ridhwannah;OPEN;2019-11-25T07:37:20.000Z;2020-05-10T19:07:15.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120007
100;Instance #120009 of Verification;120009;Verification;5;Public Works.ProcessOwner;202121;ridhwannah;OPEN;2019-11-25T07:40:31.000Z;2020-03-30T08:19:34.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120009
101;Instance #120011 of Verification;120011;Verification;5;Public Works.ProcessOwner;202124;ridhwannah;OPEN;2019-11-25T07:45:11.000Z;2020-04-21T07:04:30.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120011
102;Instance #120013 of Verification;120013;Verification;5;Public Works.ProcessOwner;202127;ridhwannah;OPEN;2019-11-25T07:47:31.000Z;2020-03-12T10:32:15.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120013
103;Instance #120015 of Verification;120015;Verification;5;Public Works.ProcessOwner;202129;ridhwannah;OPEN;2019-11-25T07:52:24.000Z;2019-11-25T07:52:25.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120015
104;Instance #130029 of Verification;130029;Verification;5;Public Works.ProcessOwner;202131;ridhwannah;OPEN;2019-11-25T07:57:18.000Z;2019-11-25T07:57:19.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130029
105;Instance #130031 of Verification;130031;Verification;5;Public Works.ProcessOwner;202133;ridhwannah;OPEN;2019-11-25T08:00:08.000Z;2019-11-25T08:00:09.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130031
106;Instance #130037 of Verification;130037;Verification;5;Public Works.ProcessOwner;202139;ridhwannah;OPEN;2019-11-25T08:15:42.000Z;2019-11-25T08:15:42.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130037
107;Instance #130043 of Verification;130043;Verification;5;Public Works.ProcessOwner;202145;ridhwannah;OPEN;2019-11-25T08:23:04.000Z;2019-11-25T08:23:05.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130043
108;Instance #130045 of Verification;130045;Verification;5;Public Works.ProcessOwner;202147;ridhwannah;OPEN;2019-11-25T08:24:47.000Z;2019-12-10T06:41:44.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130045
109;Instance #130047 of Verification;130047;Verification;5;Public Works.ProcessOwner;202149;ridhwannah;OPEN;2019-11-25T08:27:31.000Z;2020-03-11T10:21:46.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130047
110;Instance #130049 of Verification;130049;Verification;5;Public Works.ProcessOwner;202151;ridhwannah;OPEN;2019-11-25T08:29:03.000Z;2020-05-10T19:06:01.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130049
111;Instance #130051 of Verification;130051;Verification;5;Public Works.ProcessOwner;202153;ridhwannah;OPEN;2019-11-25T08:31:13.000Z;2020-05-10T19:05:39.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130051
112;Instance #130053 of Verification;130053;Verification;5;Public Works.ProcessOwner;202155;ridhwannah;OPEN;2019-11-25T08:33:01.000Z;2020-05-10T19:05:17.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130053
113;Instance #130055 of Verification;130055;Verification;5;Public Works.ProcessOwner;202157;ridhwannah;OPEN;2019-11-25T08:36:56.000Z;2020-05-09T07:36:58.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130055
114;Instance #130057 of Verification;130057;Verification;5;Public Works.ProcessOwner;202159;ridhwannah;OPEN;2019-11-25T08:39:11.000Z;2020-04-02T07:23:38.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130057
115;Instance #130059 of Verification;130059;Verification;5;Public Works.ProcessOwner;202161;ridhwannah;OPEN;2019-11-25T08:41:36.000Z;2019-11-25T08:41:36.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130059
116;Instance #120017 of Verification;120017;Verification;5;Public Works.ProcessOwner;202167;ridhwannah;OPEN;2019-11-25T08:50:55.000Z;2019-11-25T08:50:56.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120017
117;Instance #120021 of Verification;120021;Verification;5;Public Works.ProcessOwner;202171;ridhwannah;OPEN;2019-11-25T08:54:26.000Z;2019-11-25T08:54:26.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120021
118;Instance #130065 of Verification;130065;Verification;5;Public Works.ProcessOwner;202175;ridhwannah;OPEN;2019-11-25T09:01:58.000Z;2019-11-25T09:01:59.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130065
119;Instance #130067 of Verification;130067;Verification;5;Public Works.ProcessOwner;202177;ridhwannah;OPEN;2019-11-25T09:09:16.000Z;2019-11-25T09:09:16.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130067
120;Instance #120027 of Verification;120027;Verification;5;Public Works.ProcessOwner;202181;ridhwannah;OPEN;2019-11-25T09:19:21.000Z;2020-04-28T08:06:55.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120027
121;Instance #120029 of Verification;120029;Verification;5;Public Works.ProcessOwner;202183;ridhwannah;OPEN;2019-11-25T09:21:23.000Z;2020-04-04T10:01:49.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120029
122;Instance #130069 of Verification;130069;Verification;5;Public Works.ProcessOwner;202185;ridhwannah;OPEN;2019-11-25T09:24:48.000Z;2019-11-25T09:24:48.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130069
123;Instance #130071 of Verification;130071;Verification;5;Public Works.ProcessOwner;202187;ridhwannah;OPEN;2019-11-25T09:27:44.000Z;2019-11-25T09:27:44.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130071
124;Instance #120033 of Verification;120033;Verification;5;Public Works.ProcessOwner;202196;ridhwannah;OPEN;2019-11-25T09:55:09.000Z;2019-11-25T09:55:10.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120033
125;Instance #130089 of Verification;130089;Verification;5;Public Works.ProcessOwner;202214;ridhwannah;OPEN;2019-11-26T06:01:22.000Z;2019-11-26T06:01:24.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130089
126;Instance #120040 of Verification;120040;Verification;5;Public Works.ProcessOwner;202216;ridhwannah;OPEN;2019-11-26T06:09:17.000Z;2020-02-10T13:52:23.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120040
127;Instance #130091 of Verification;130091;Verification;5;Public Works.ProcessOwner;202218;ridhwannah;OPEN;2019-11-26T06:12:02.000Z;2020-03-11T07:03:39.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130091
128;Instance #120042 of Verification;120042;Verification;5;Public Works.ProcessOwner;202220;ridhwannah;OPEN;2019-11-26T06:15:33.000Z;2019-11-26T06:15:33.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/120042
129;Instance #130118 of Verification;130118;Verification;5;Public Works.ProcessOwner;202288;enrique;OPEN;2019-12-02T06:23:22.000Z;2020-01-22T08:06:09.000Z;oracleinternalpcs~Public_Works!4.2~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/130118
130;Instance #140001 of Verification;140001;Verification;5;Public Works.ProcessOwner;202381;flip@profmap.com;OPEN;2019-12-07T11:17:07.000Z;2020-03-11T10:21:48.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140001
131;Instance #140003 of Verification;140003;Verification;5;Public Works.ProcessOwner;202383;flip@profmap.com;OPEN;2019-12-07T12:56:03.000Z;2020-04-02T14:03:30.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140003
132;Instance #140005 of Verification;140005;Verification;5;Public Works.ProcessOwner;202385;flip@profmap.com;OPEN;2019-12-08T08:17:40.000Z;2020-03-06T10:15:23.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140005
133;Instance #140007 of Verification;140007;Verification;5;Public Works.ProcessOwner;202387;flip@profmap.com;OPEN;2019-12-08T08:17:57.000Z;2020-04-16T08:22:16.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140007
134;Instance #140009 of Verification;140009;Verification;5;Public Works.ProcessOwner;202389;flip@profmap.com;OPEN;2019-12-08T08:18:13.000Z;2019-12-08T08:18:13.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140009
135;Instance #140011 of Verification;140011;Verification;5;Public Works.ProcessOwner;202391;flip@profmap.com;OPEN;2019-12-08T08:18:29.000Z;2020-03-30T08:13:11.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140011
136;Instance #140013 of Verification;140013;Verification;5;Public Works.ProcessOwner;202393;flip@profmap.com;OPEN;2019-12-08T08:18:43.000Z;2020-05-10T19:09:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140013
137;Instance #140015 of Verification;140015;Verification;5;Public Works.ProcessOwner;202395;flip@profmap.com;OPEN;2019-12-08T08:18:53.000Z;2020-05-10T19:17:14.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140015
138;Instance #140017 of Verification;140017;Verification;5;Public Works.ProcessOwner;202397;flip@profmap.com;OPEN;2019-12-08T08:19:06.000Z;2020-05-10T19:29:05.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140017
139;Instance #140019 of Verification;140019;Verification;5;Public Works.ProcessOwner;202399;flip@profmap.com;OPEN;2019-12-08T08:19:19.000Z;2020-03-11T10:21:51.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140019
140;Instance #140021 of Verification;140021;Verification;5;Public Works.ProcessOwner;202401;flip@profmap.com;OPEN;2019-12-08T08:19:30.000Z;2020-03-18T07:06:37.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140021
141;Instance #140023 of Verification;140023;Verification;5;Public Works.ProcessOwner;202403;flip@profmap.com;OPEN;2019-12-08T08:19:40.000Z;2019-12-08T08:19:41.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140023
142;Instance #140025 of Verification;140025;Verification;5;Public Works.ProcessOwner;202405;flip@profmap.com;OPEN;2019-12-08T08:19:55.000Z;2019-12-08T08:19:55.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140025
143;Instance #140027 of Verification;140027;Verification;5;Public Works.ProcessOwner;202407;flip@profmap.com;OPEN;2019-12-08T08:20:05.000Z;2019-12-08T08:20:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/140027
144;Instance #150001 of Verification;150001;Verification;5;Public Works.ProcessOwner;202409;flip@profmap.com;OPEN;2019-12-08T08:21:02.000Z;2019-12-08T08:21:06.000Z;oracleinternalpcs~Public_Works!4.3~Verification;0;https://integration227992-pmmopc.integration.ocp.oraclecloud.com:443/ic/api/process/v1/processes/150001
